gene_orf	gene_symbol
YDR096W	GIS1
YDR463W	STP1
YJL156C	SSY5
YML086C	ALO1
YIL136W	OM45
YBR230C	OM14
YGR029W	ERV1
YMR037C	MSN2
YOR125C	CAT5
YIL030C	SSM4
YML029W	USA1
YIL036W	CST6
YML034W	SRC1
YJL207C	LAA1
YDR411C	DFM1
DMEL_CG43770	Sxl
YOR171C	LCB4
YIL003W	CFD1
YGL091C	NBP35
YNL240C	NAR1
YMR119W	ASI1
YNL008C	ASI3
YBL101C	ECM21
YBL057C	PTH2
YHR001W	OSH7
RP23-33N15.1	Pcna
YNL326C	PFA3
SPAC664.01C	swi6
SPCC622.16C	epe1
YLR382C	NAM2
Q0120	BI4
YJR040W	GEF1
YGR003W	CUL3
YIR037W	HYR1
YPL027W	SMA1
YKR031C	SPO14
YER123W	YCK3
RP23-118D1.2	Trappc3
RP23-408K4.2	Trappc2
RP23-26L6.10-004	Trappc1
YGR280C	PXR1
YBL033C	RIB1
YPR172W	YPR172W
YBR223C	TDP1
YDL139C	SCM3
YDL167C	NRP1
YBL081W	YBL081W
YDR273W	DON1
YDR321W	ASP1
YEL017W	GTT3
YEL041W	YEF1
YEL066W	HPA3
YER063W	THO1
YER106W	MAM1
YER128W	VFA1
YGL040C	HEM2
YDR505C	PSP1
YGR121C	MEP1
YOR359W	VTS1
YHR025W	THR1
YHR057C	CPR2
YHR113W	APE4
YLR451W	LEU3
YIL092W	YIL092W
YBR255W	MTC4
YJR010W	MET3
YJR055W	HIT1
YPL193W	RSA1
YJR091C	JSN1
YLR420W	URA4
YJR103W	URA8
YKL043W	PHD1
YLR058C	SHM2
YLR108C	YLR108C
YLR377C	FBP1
YML101C	CUE4
YGL170C	SPO74
YOR112W	CEX1
YLR031W	YLR031W
YMR154C	RIM13
YJL185C	ATG36
YMR316W	DIA1
YGL037C	PNC1
YGR267C	FOL2
YPL088W	YPL088W
YLR453C	RIF2
YDR527W	RBA50
YOR285W	RDL1
YOR385W	YOR385W
YPR071W	YPR071W
YPR106W	ISR1
YFR044C	DUG1
YBR281C	DUG2
YNL191W	DUG3
YMR171C	EAR1
YDR003W	RCR2
YBR005W	RCR1
YFL010C	WWM1
YDL123W	SNA4
YKR021W	ALY1
YNL305C	BXI1
YJL151C	SNA3
YGL219C	MDM34
YMR182C	RGM1
YDR047W	HEM12
YLR069C	MEF1
YNL220W	ADE12
YKR097W	PCK1
YKL150W	MCR1
YOR219C	STE13
YOL104C	NDJ1
YER169W	RPH1
YIL018W	RPL2B
YER030W	CHZ1
YJR119C	JHD2
YGR062C	COX18
YDR135C	YCF1
YLR201C	COQ9
YML110C	COQ5
YDR495C	VPS3
RP11-417O11.1	PLAU
DMEL_CG17686	DIP1
DMEL_CG31196	14-3-3epsilon
DMEL_CG4491	noc
DMEL_CG1836	Rad23
DMEL_CG10149	Rpn6
DMEL_CG3935	al
DMEL_CG7035	Cbp80
DMEL_CG18361	dsh
DMEL_CG7892	nmo
DMEL_CG12743	otu
DMEL_CG7434	RpL22
DMEL_CG13389	RpS13
DMEL_CG2262	Smox
DMEL_CG5393	apt
DMEL_CG11901	Ef1gamma
SPCC1840.01C	mog1
YDR420W	HKR1
YLL043W	FPS1
SPBC336.12C	cdc10
SPBC14C8.14C	pol5
RP23-134I15.1	Bcl2l11
RP1-134O19.2	ZBTB17
CGI-66	CAB39
RP11-562M8.1	APTX
RP11-125A15.2	PARP1
RP5-1042K10.9	SGSM3
C02F5.1	knl-1
T10B5.6	knl-3
CELE_Y47G6A.24	mis-12
F26F4.13	kbp-2
C34B2.2	kbp-5
T03F1.9	hcp-4
AD024	SPC25
RP3-469A13.1	DSN1
C05D11.4	let-756
CELE_C38D4.6	pal-1
T01C3.6	rps-16
CELE_T01G9.6	kin-10
B0205.7	kin-3
CELE_C18A3.3	C18A3.3
R151.3	rpl-6
CELE_F52D10.3	ftt-2
CELE_C05D2.1	daf-4
C34E10.6	atp-2
CELE_F25E2.5	daf-3
W01G7.1	daf-5
C25A1.5	C25A1.5
CELE_F29C4.1	daf-1
F44F1.7	vet-6
F46A8.10	scrm-6
C17G10.5	lys-8
R07E5.3	snfc-5
W02D3.5	lbp-6
CELE_C28H8.6	pxl-1
Y105E8A.6	unc-95
SPBC409.09C	mis13
SPBC409.04C	mis12
SPCC1020.02	spc7
DC8	NSL1
RP1-302G2.1	HSP90AB1
HCCS4	ZAK
FKSG20	MED28
RP4-811H24.2	HDAC1
JM21	HDAC6
RP11-716A19.5	RBBP7
RP11-422P24.6	CRTC2
RP11-110L1.4	PRPF4
AD-005	CNOT1
PP5423	DBNL
RP11-490K7.3	SNRNP40
UNQ664/PRO1295	CDAN1
RP1-148E22.1	YWHAB
RP4-756G23.7	RANGAP1
RP11-126K1.4	PI4KB
RP11-452K12.5	MMS19
RP11-278J17.2	CDKN2C
DAAP-21F2.2	VARS
RP11-101E13.3	TROVE2
RP11-101K10.6	NEK6
MSTP033	SMEK1
RP4-614O4.1	EIF6
RP11-348N5.4	PDCD4
PRO2446	ARPC2
CGI-59	LUC7L2
PP384	C2orf44
RP5-1013A10.2	PRPF4B
RP11-176D17.2	SMYD2
RP11-432J22.3	UBAC1
FP1477	RNF123
BM-008	PTP4A2
HSPC225	PRPF40A
PP844	EDC3
RP1-69E11.1	TIPRL
RP5-1119A7.12-003	EIF3D
RP11-406D17.1	PARD3
RP11-16N10.1	TJP2
PNAS-5	LYAR
OK/SW-CL.32	RPL3
HPP1	NAE1
RP5-882O7.2	EIF2B3
LA16C-OS12.1	LUC7L
CGI-95	MOB4
RP11-544M22.5	USF1
RP3-422H11.1	SRPK1
GA17	EIF3M
RP4-675E8.1	EIF3I
RP11-190H11.1	EIF4G3
CGI-21	USP39
DADB-70P7.2	NFKBIL1
HSPC028	BZW2
HSPC130	NELFCD
OK/SW-CL.75	EIF4G2
RP3-330M21.4	TTBK1
DAAP-65D20.5	PPP1R11
RP1-73H22.1	TBPL1
RP5-1148A21.2	PTP4A1
HDCMD47P	GSTK1
RP3-343K2.2	RPN2
HSPC210	GSKIP
H13	DFFA
RP3-496N17.2	BAG2
MSTP016	CDK5RAP3
CGI-126	UFC1
RP13-531C17.1	DFFB
RP11-175D17.1	ARPC5L
XX-FW81657B9.4	LAGE3
RP3-508I15.15-002	SUN2
PRO1512	TIMM50
RP11-38M7.5	GTPBP4
RP3-438D16.2	AIFM1
UNQ1847/PRO3577	SLMAP
PP12616	ATG10
CGI-143	BOLA1
RP11-375G3.1	VDAC2
MSTP011	TWF2
RP4-657E11.7	CAPZB
HSPC231	PFDN2
RP11-143H17.2	BRCC3
RP4-677H15.3	SRSF11
RP4-622L5.1	KPNA6
CGI-04	YARS2
RP11-554C12.1	RBX1
CTA-268H5.8	KIAA0930
RP11-46F15.4	WRAP73
RP11-269C23.2	TSC22D1
AL031595.1	PARVB
SBBI57	PPP4R2
RP1-196E23.2	HTATSF1
RP4-595C2.1	RALGPS2
GIG33	RPL35A
HCG_1817841	ATG16L1
OK/SW-CL.45	DDOST
RP11-290D2.1	TPT1
HSPC259	DDX27
RP4-622L5.4	TXLNA
RP11-74C1.3	CGN
HSPC310	SON
RP5-1034F7.2	EBNA1BP2
RP1-283E3.6	NADK
HUCEP-10	RMDN3
HSD14	PRKRA
RP5-1005F21.4	PSMA7
HLC6	SPAG9
RP11-413M3.10	SEC16A
RP11-252A24.7	GLG1
HRIHFB2018	AKAP8L
RP1-111D6.3	TAB2
RP3-407F17.2	TAB1
DADB-70P7.1	TNF
UNQ785/PRO1604	HDGFRP2
RP3-393D12.1	UFL1
RP11-385F5.3	HEATR1
CGI-01	METTL13
RP11-336K24.3	ARHGEF2
TCAG7.1185	EXOC4
PIG54	PDS5A
RP11-405L18.3	POLR1E
RP11-352P4.2	SARS
RP4-681N20.1	PANK2
L12	RSL1D1
RP11-80I15.2	FANCC
DAQB-147D11.1	HSPA1A
RP5-1181N3.2	NCOA6
GL002	C11orf30
LA16C-314G4.3	AXIN1
RP23-107C23.3	Rbm39
RP5-836N17.3	HCK
RP6-29D12.1	SMC1A
RP11-436C9.1	CHEK2
RP1-184J9.1	KDM1A
BM-006	PHF21A
RP5-1068B5.2	ACTA1
RP11-263K19.2	MUC1
RP23-64E17.3	Ap1b1
RP11-353C18.2	RBM39
UNQ160/PRO186	TNFRSF10B
DAAP-285E11.7	MDC1
RP11-477J21.1	GSN
RP3-330O12.4	MAD2L2
RP1-212G6.2	UXT
RP23-132N23.17-001	Anapc2
RP24-558L14.1	Invs
HRIHFB2038	RNF14
RP11-486H9.1	ZMYND11
RP11-228B15.5	CDK9
RP24-137E7.1	Mapk14
RP1-66H14.1	FYN
RP4-675E8.4	LCK
RP11-359B12.2	RAD52
HCG_1782202	DIABLO
CAGF28	PAXIP1
RP11-324E23.2	ARHGAP21
RP11-168F9.1	ARHGEF16
CTA-215D11.2	ERRFI1
RP11-4M23.6	SRSF10
AC001226.5	MYCBP2
RP11-739N20.5	PIK3C2B
RP3-323M4.1	SASH1
MSTP013	SHROOM3
RP11-266C7.2	SYNJ2
RP11-67K19.1	TRIM32
RP11-519K18.1	ZMIZ1
RP23-28I4.1	Grb2
RP11-560A15.5	BMP7
RP11-177A2.3	ABL2
RP1-190I16.1	KIFAP3
RP11-291O7.3	DLG3
HSPC214	ANAPC11
RP11-569D9.4	CDC16
RP3-325F22.4	MAP3K5
RP11-346I8.1	RMI1
RP5-1029K14.1	PTPRF
RP11-82K18.1	GTF2B
P/OKCL.15	NELFA
AL672219.1	Rassf1
DADB-160J14.4	GTF2H4
PRO2134	TAF11
SPBC1921.02	rad60
SPAC631.01C	acp2
SPAC12B10.07	acp1
SPBC365.15	alp4
SPBC20F10.06	mad2
SPBC428.20C	alp6
SPBC32F12.04	gtb1
SPAC25B8.14	mal2
SPAC1783.03	fta2
SPAC1687.20C	mis6
SPBC21.01	mis17
SPAC9G1.09	sid1
SPCC1739.11C	cdc11
SPBC21.06C	cdc7
SPBC342.05	crb2
SPAC1834.03C	hhf1
SPAC23C4.18C	rad4
SPAC4H3.11C	ppc89
SPBC244.01C	sid4
SPAC4A8.05C	myp2
SPBC1709.01	chs2
SPAC664.07C	rad9
SPBP8B7.14C	dpb2
SPAC13G7.08C	crb3
SPBC1105.17	cnp1
SPAC31A2.05C	mis4
SPAC1687.18C	ssl3
SPCC338.17C	rad21
SPAC694.06C	mrc1
SPAC6G9.13C	bqt1
SPAC1002.06C	bqt2
SPBC1778.02	rap1
SPBP35G2.03C	sgo1
SPCC188.02	par1
SPAP8A3.09C	paa1
SPBC16H5.07C	ppa2
SPBC428.08C	clr4
SPAC1834.04	hht1
SPAC22E12.07	rna1
SPBC14C8.01C	cut2
SPCC5E4.04	cut1
SPAC140.02	gar2
SPAC12G12.13C	cid14
SPAC14C4.02C	smc5
SPBC651.10	nse5
SPAC11E3.08C	nse6
SPCC5E4.06	smc6
SPCC550.05	nse1
SPAC16A10.06C	nse2
SPCC645.04	nse3
SPBC20F10.04C	nse4
SPAC1565.06C	spg1
SPCC613.12C	raf1
SPCC970.07C	raf2
SPAC3C7.12	tip1
SPAC18G6.15	mal3
SPCC663.01C	ekc1
SPCC1739.12	ppe1
SPAC30D11.10	rad52
SPBC6B1.09C	nbs1
SPCC23B6.03C	tel1
SPBC215.02	bob1
SPAC1D4.13	byr1
SPCC11E10.08	rik1
SPAC2G11.12	rqh1
SPBC16G5.12C	top3
SPAC8E11.02C	rad24
SPBC32C12.02	ste11
SPAC17A2.13C	rad25
SPAC15A10.16	bud6
SPCC1223.06	tea1
SPAC1834.07	klp3
SPBC28F2.10C	ngg1
SPAC10F6.09C	psm3
SPBC29A10.04	psm1
SPAC16A10.07C	taz1
SPAC6F6.17	rif1
SPBP16F5.02	mcs2
SPBC19F8.07	mcs6
SPBC530.14C	dsk1
SPBC11C11.08	srp1
SPAC4F8.10C	stg1
SPBC32H8.12C	act1
SPBC11B10.09	cdc2
SPBC776.02C	dis2
SPAC3A12.11C	cwf2
SPAC29A4.08C	prp19
SPBC13E7.09	vrp1
SPAC4F10.15C	wsp1
SPAC17D4.02	cdc45
SPBC1347.10	cdc23
SPAC16.02C	srp2
SPBC83.03C	tas3
SPCC736.11	ago1
SPBC646.13	sds23
SPAC3C7.11C	cnx1
SPAC22A12.15C	bip1
SPBC1706.01	tea4
SPAC15F9.02	seh1
SPBC17G9.04C	nup85
SPAC20G8.01	cdc17
SPBC16D10.09	pcn1
SPAC13C5.07	mre11
SPAC1782.09C	clp1
SPAC22E12.16C	pik1
SPAP8A3.08	cdc4
SPAC630.03	arp3
SPBC14C8.06	arc1
SPAC6B12.15	cpc2
SPAC2F7.11	nrd1
SPBC1685.01	pmp1
SPCC757.09C	rnc1
SPAC19D5.01	pyp2
SPBC14C8.07C	cdc18
SPAC4D7.03	pop2
SPBC1604.20C	tea2
SPBC3D6.04C	mad1
SPAC458.07	tfa1
SPAC23C4.15	rpb5
SPCC584.04	sup35
SPAC1834.01	sup45
SPCC736.09C	SPCC736.09c
SPAC30.03C	tsn1
SPBC1289.02C	uap2
SPBC146.07	prp2
SPAP8A3.06	uaf2
SPBC24C6.07	cdc14
SPCC1795.01C	mad3
SPCC1322.12C	bub1
SPAC890.02C	alp7
SPCC895.07	alp14
SPBC428.13C	mob1
SPAC24B11.11C	sid2
SPAC23H3.08C	bub3
SPAC1093.06C	dhc1
SPAC27D7.13C	ssm4
SPBC21D10.12	hob1
SPBC17F3.02	nak1
SPBC902.06	mto2
SPCC417.07C	mto1
SPBC146.13C	myo1
SPAC1805.17	crm1
SPAC222.10C	byr4
SPBC18E5.03C	sim4
SPAC18G6.02C	chp1
SPCC613.04C	rng3
SPCC645.05C	myo2
SPAC2F7.03C	pom1
SPAC1783.07C	pap1
SPCC962.03C	cut15
SPBC1604.08C	imp1
SPBP19A11.04C	mor2
SPAC1834.06C	pmo25
SPAC3A11.08	pcu4
SPBC31F10.13C	hip1
SPBC15D4.03	slm9
SPAC3C7.03C	rad55
SPAC20H4.07	rad57
SPAC644.14C	rad51
SPAC15A10.03C	rad54
SPBC119.14	rti1
SPBC660.13C	ssb1
SPBC16H5.11C	skb1
SPAC18B11.10	tup11
SPAC644.04	pct1
SPAC23C11.16	plo1
SPAC6F12.14	cut23
SPAC1B9.02C	sck1
SPBC2D10.12	rhp23
SPBP19A11.03C	mts4
SPAC637.10C	rpn10
SPCC16A11.17	mcm4
SPBC4.04C	mcm2
SPBC14F5.08	med7
SPBC28F2.12	rpb1
SPAC589.02C	med13
SPAC23H4.17C	srb10
SPBC12D12.06	srb11
SPAC23G3.01	rpb2
SPAC688.08	srb8
SPBC31F10.04C	srb4
SPBC725.16	res1
SPAC22F3.09C	res2
SPBC29A10.15	orc1
SPBC685.09	orc2
SPBC646.14C	orc5
SPAC3H1.01C	orc3
SPBP23A10.13	orc4
SPBC2A9.12	orc6
SPAC19G12.01C	cut20
SPAC6F12.15C	cut9
SPBC106.09	cut4
SPAC17C9.01C	nuc2
SPAC6F6.08C	cdc16
SPAC24H6.05	cdc25
SPCC18B5.06	dom34
SPAC110.03	cdc42
SPAC1F5.09C	shk2
SPAC16E8.09	scd1
SPAC22H10.07	scd2
SPAC31G5.09C	spk1
SPBC211.04C	mcm6
SPBC16G5.01	rpn12
SPBC19C2.05	ran1
SPAC27D7.03C	mei2
SPBC25D12.03C	mcm7
SPCC1682.02C	mcm3
SPAC1B2.05	mcm5
SPBC887.10	mcs4
SPBC725.02	mpr1
SPCC962.06C	bpb1
SPAC27F1.09C	prp10
SPCC1020.04C	rpb6
SPACUNK4.06C	rpb7
SPBC14C8.12	rpb8
SPAC1B3.12C	rpb10
SPAC3A12.07	rpb11
SPCC1442.10C	rpb3
SPBC19C2.03	rpc10
SPBC582.03	cdc13
SPBC2F12.11C	rep2
SPBC32F12.09	rum1
SPBC649.05	cut12
SPAC31G5.13	rpn11
SPBC36.05C	clr6
SPAC23C11.15	pst2
SPAC23H4.12	alp13
SPAC29A4.18	prw1
SPBC1604.14C	shk1
SPAC821.08C	slp1
SPBC646.09C	int6
SPAC637.07	moe1
SPBC1773.07C	sbp1
SPAPB1E7.06C	eme1
SPCC1795.11	sum3
SPAC4D7.05	sum1
SPBC21B10.05C	pop3
SPBC337.14	rpb4
SPAPYUG7.04C	rpb9
SPAC19B12.05C	fcp1
SPCC1620.09C	tfg1
SPBC1198.13C	tfg2
SPBC1703.06	pof10
SPBC409.05	skp1
SPAC57A10.05C	pof1
SPCC338.16	pof3
SPAC17G6.12	cul1
SPAC26A3.02	myh1
SPAC17H9.20	psc3
SPCC191.09C	gst1
SPCC965.07C	gst2
SPAC821.04C	cid13
SPAC9G1.05	aip1
SPBC1A4.01	apc10
SPBC146.03C	cut3
SPBP4H10.06C	cut14
SPCC306.03C	cnd2
SPAC22H10.10	alp21
SPBC11C11.04C	alp1
SPBC119.04	mei3
SPBC1734.14C	suc1
SPAPB1A10.04C	cwp1
SPAC2E1P5.04C	cwg2
SPAC13A11.01C	rga8
SPAC24H6.09	gef1
SPAC20G8.05C	cdc15
SPAC1F5.04C	cdc12
SPAC222.09	seb1
SPAC23C4.19	spt5
SPBC2F12.08C	ceg1
SPAC23A1.06C	cmk2
SPAC644.12	cdc5
SPBC646.02	cwf11
SPBC1289.11	spf38
SPCP1E11.07C	cwf18
SPAC30D11.09	cwf19
SPCC4B3.14	cwf20
SPCC550.02C	cwf5
SPCC188.11	prp45
SPBC28F2.04C	cwf7
SPBC32F12.05C	cwf12
SPAC644.06C	cdr1
SPBC23G7.04C	nif1
SPAC4A8.15C	cdc3
SPBC1734.02C	cdc27
SPAC3A12.14	cam1
SPAC6G9.06C	pcp1
SPAPB17E12.04C	csn2
SPBC215.03C	csn1
SPBC12D12.08C	ned8
SPBC12D12.04C	pck2
SPBC6B1.07	prp1
SPCC777.14	prp4
SPBC14F5.12C	cbh2
SPBC1105.04C	cbp1
SPBC409.03	swi5
SPAC1142.03C	swi2
SPBC28F2.07	sfr1
SPAC1805.08	dlc1
SPAC3A11.05C	kms1
SPBC12D12.01	sad1
SPCC16C4.01	sif2
SPAC14C4.05C	man1
SPBP16F5.07	apm1
SPBC947.12	kms2
SPCC576.15C	ksg1
SPAC17G8.14C	pck1
SPBC776.12C	hsk1
SPBC685.06	rps001
SPBC18E5.06	rps21
SPAC17G6.16C	ysh1
SPBC1709.08	cft1
SPAC227.08C	yth1
SPAC824.04	SPAC824.04
SPBC1709.15C	cft2
SPAC1071.01C	pta1
SPAC12G12.14C	pfs2
SPAC22G7.10	iss1
SPBC3B9.11C	ctf1
SPAC3G9.04	ssu72
SPAC2G11.08C	smn1
SPAC19B12.12C	yip11
SPAPB2B4.03	cig2
SPBC32F12.06	pch1
SPAC1556.01C	rad50
SPAC630.14C	tup12
SPCC4G3.19	alp16
SPBC211.06	gfh1
SPCC338.05C	mms2
SPAC11E3.04C	ubc13
SPBC12C2.10C	pst1
SPCC364.02C	bis1
SPBC365.12C	ish1
SPCC162.08C	nup211
SPBC211.02C	cwf3
SPCC18.04	pof6
SPBC1778.04	spo6
SPBC21C3.18	spo4
SPAC22E12.08	rrn10
SPCC285.17	spp27
SPAC17G8.10C	dma1
SPBP23A10.04	apc2
SPAC959.09C	apc5
SPAC343.03	apc11
SPAC23C11.12	hcn1
SPBC28E12.01C	apc13
SPAC27D7.05C	apc14
SPBC83.04	apc15
SPBC32H8.10	cdk9
SPBC16D10.04C	dna2
SPAC8F11.07C	cdc24
SPBC1718.01	pop1
SPBC409.06	uch2
SPAPYUG7.02C	sin1
SPBP22H7.07	prp5
SPBC31F10.11C	cwf4
SPBC215.12	cwf10
SPAC17C9.10	stm1
SPAC23H3.13C	gpa2
SPCC18B5.03	wee1
SPBC1718.06	msp1
SPAC26F1.10C	pyp1
SPBC8D2.04	hht2
SPBC1105.11C	hht3
SPAC27E2.05	cdc1
SPAC1F7.04	rho1
SPAC14C4.13	rad17
SPAC1952.07	rad1
SPAC57A7.11	mip1
SPCC5E4.03C	taf5
SPCC16C4.18C	taf6
SPBC15D4.14	taf73
SPAC13F5.02C	ptr6
SPAC2G11.14	taf111
SPAC29E6.08	tbp1
SPBC2F12.13	klp5
SPBC1685.15C	klp6
SPCC320.13C	ark1
SPBC336.15	pic1
SPAC9G1.02	wis4
SPBC18H10.03	tif35
SPAC926.04C	hsp90
SPAC30D11.13	hus5
SPAC110.02	pds5
SPBC16A3.11	eso1
SPAC1142.05	ctr5
SPCC1393.10	ctr4
SPAC16.01	rho2
SPBC29B5.01	atf1
SPAC21E11.03C	pcr1
SPBC543.03C	pku80
SPCC126.02C	pku70
SPAC22F3.03C	rdh54
SPAC8E11.03C	dmc1
SPAC688.06C	slx4
SPAP27G11.15	slx1
SPAC24H6.03	cul3
SPCC330.11	btb1
SPAC17G6.04C	cpp1
SPCC24B10.13	skb5
SPAC1F3.02C	mkh1
SPBC543.07	pek1
SPCC1322.08	srk1
SPCC1672.02C	sap1
SPBC119.08	pmk1
SPBC1921.03C	mex67
SPBC16A3.05C	rae1
SPAC926.03	rlc1
SPAC222.15	meu13
SPAC13A11.03	mcp7
SPCC895.05	for3
SPBC8D2.10C	rmt3
SPCC576.08C	rps2
SPBC336.04	cdc6
SPAC6F6.02C	pof5
SPCC1827.08C	pof7
SPAC17G6.17	pof8
SPBC3H7.06C	pof9
SPBC56F2.01	pof12
SPBC1271.01C	pof13
SPBC336.01	fbh1
SPAC19E9.02	fin1
SPAC2C4.15C	ubx2
SPAC1565.08	cdc48
SPAC343.09	ubx3
SPBC776.18C	pmh1
SPBC13G1.13	tfb2
SPCC1682.07	ssl1
SPAC17A5.06	ptr8
SPAC16E8.11C	tfb1
SPBC409.07C	wis1
SPAC23H4.18C	rbx1
SPAC328.03	tps1
SPBC660.07	ntp1
SPAC19G12.15C	tpp1
SPAC22E12.09C	krp1
SPAC3H5.06C	pol1
SPAC22F8.11	plc1
SPAC20G4.04C	hus1
SPAC1420.03	rpn501
SPBC4.07C	rpt2
SPAC23E2.01	fep1
SPAC29A4.16	hal4
SPAC19G12.03	cda1
SPBC19C7.03	cyr1
SPAC6G9.08	ubp6
SPBC3B9.21	dcp1
SPAC19A8.12	dcp2
SPBC30D10.04	swi3
SPBC216.06C	swi1
SPAC29B12.02C	set2
SPBC3B9.15C	scp1
SPBC19C2.09	sre1
SPAC5D6.08C	mes1
SPBC336.08	spc24
SPAC27F1.04C	nuf2
SPBC11C11.03	ndc80
SPCC188.04C	spc25
SPAC29A4.05	cam2
SPCC16A11.05C	dim1
SPBC119.13C	prp31
SPBC16A3.01	spn3
SPAC4F10.11	spn1
SPAC9G1.11C	spn4
SPAC821.06	spn2
SPAC26A3.08	smb1
SPAC27D7.07C	smd1
SPAC2C4.03C	smd2
SPBC19C2.14	smd3
SPBC3E7.14	smf1
SPBC4B4.05	smg1
SPBC36.09	sap61
SPAC22A12.09C	sap114
SPAC22F8.10C	sap145
SPAPJ698.03C	prp12
SPBC8D2.09C	msl1
SPAC4F8.12C	spp42
SPAC9.03C	brr2
SPBC3E7.13C	syf2
SPBC6B1.10	prp17
SPAC10F6.02C	prp22
SPBC337.06C	cwf15
SPAC4A8.09C	cwf21
SPBC24C6.11	cwf14
SPAC9.13C	cwf16
SPCC1281.02C	spf30
SPAC688.02C	mis14
SPBP22H7.09C	mis15
SPCC970.12	mis18
SPCC1672.10	mis16
SPCP31B10.03C	med31
SPBC3B9.07C	rpa43
SPBC1718.03	ker1
SPAPB1E7.02C	mcl1
SPBC32F12.11	tdh1
SPBC31E1.03	hub1
SPAC167.03C	snu66
SPCC1739.03	hrr1
SPCC663.12	cid12
SPBC31F10.14C	hip3
SPCC330.10	pcm1
SPAC15E1.07C	moa1
SPBC29A10.14	rec8
SPCC645.07	rgf1
SPBC17D11.05	tif32
SPAC25G10.08	SPAC25G10.08
SPAC4A8.16C	tif33
SPBC216.07C	tor2
SPBC428.16C	rhb1
SPAC17H9.19C	cdt2
SPAC17H9.10C	ddb1
SPBC800.03	clr3
SPBC530.04	mod5
SPAC6G10.02C	tea3
SPAC3G6.02	rpn15
SPBC17D11.07C	rpn2
SPBC119.01	rpn3
SPCC1682.10	rpn8
SPCC576.10C	rpt3
SPBC582.07C	rpn7
SPAC6C3.08	nas6
SPBC9B6.10	cdc37
SPBC27.02C	ask1
SPAC589.08C	dam1
SPAC16A10.05C	dad1
SPBC32F12.08C	duo1
SPAC8C9.17C	spc34
SPAC29E6.04	nnf1
SPCC622.09	htb1
SPAC17G6.14C	uap56
SPAC688.11	end4
SPCP1E11.04C	pal1
SPBC4C3.07	SPBC4C3.07
SPAC821.05	SPAC821.05
SPAC1006.09	win1
SPAC20G4.03C	hri1
SPAC3G9.09C	tif211
SPAC57A10.02	cdr2
SPBC646.05C	erg9
SPAC13D6.01	pof14
SPBC16A3.07C	nrm1
SPAC806.08C	mod21
SPBC30D10.10C	tor1
SPBC12C2.02C	ste20
SPAC3G9.12	peg1
SPAC22H10.12C	gdi1
SPAC18G6.03	ypt3
SPBC725.13C	psf2
SPBP4H10.21C	sld5
SPBP23A10.09	psf1
SPAC227.16C	psf3
SPAC24H6.06	sld3
SPBC12D12.02C	cdm1
SPBC31F10.09C	nut2
SPAC5D6.05	med18
SPBC1778.06C	fim1
RP3-474M20.1	TNIP2
RP11-534L20.1	IKBKE
RP23-130L11.1	Usp8
SBBI03	RNF41
HT034	ERGIC1
RP3-477O4.1	ERGIC3
UNQ1933/PRO4408	PEBP4
RP1-166H4.1	RUNX2
RP11-517F10.1	NCSTN
RP4-790G17.3	APH1A
RP11-49H10.1	SMYD3
AD-015	VIMP
UNQ243/PRO276	DERL1
DAQB-90C11.16-002	HLA-A
RP11-223J15.3	RPL11
RP1-32B1.1	MYB
RP3-522B19.2	TXLNB
PP8000	TERF2IP
L6	MED10
RP5-914N13.2	MED23
RP1-199J3.1	CCNC
RP11-346C16.5	CDK19
RP11-323H21.4	MED27
RP11-90M2.2	MED4
RP1-92O14.5	MED8
RP5-973N23.1	MED20
HSPC296	MED11
CGI-125	MED31
TCBAP0758	MED25
RP11-244N20.9	MED22
HSD45	INCA1
RP5-1085F17.2	DNMT3B
PRO0324	SMC2
HCG_1992862	ARHGAP27
FKSG18	TOR1B
RP5-1068B5.4	NUP133
HSPC275	SEC31A
RP11-548K23.2	ANKRD2
RP11-504H3.2	SNX5
DADB-118P11.2	FLOT1
UNQ406/PRO768	ITGA7
XXBAC-BCX105G6.5	TSEN34
UNQ5798/PRO19605	TLR9
RP1-257A7.1	PHACTR1
UNQ6189/PRO20215	NLRC4
RP11-316M21.4	BLOC1S2
AT4G00020	BRCA2(IV)
AT5G20850	RAD51
AT3G22880	DMC1
TCAG7.985	POP7
AD-008	POP5
RP11-455B2.5	RPP38
RP11-428J1.3	RPP40
RP11-320F15.1	RPP30
DAQB-170I5.4	RPP21
RP1-290F12.2	TSPYL2
RP5-1167H4.6	AURKA
UNQ8200	MLPH
DAAP-97M17.4	DDX39B
RP11-543E8.3	COG2
UNQ3082/PRO10013	COG7
GIG9	STX18
FKSG23	SCFD1
CDA019	SOSTDC1
DASS-97D12.6	SYNGAP1
RP11-56H7.1	NEBL
RP11-544A12.7	NUP214
PP9092	CEBPB
DADB-115L1.4	UBD
RP11-104L21.1	CD247
RP11-318C24.3	RFWD2
RP5-1046G13.1	RIMS1
RP11-173P16.1	HSPH1
SP329	FBXO38
DAAP-188P13.3	GABBR1
RP5-1005F21.1	SS18L1
RP11-98F14.2	MCF2L
HSPC215	FOXP1
RP11-328M4.1	FOXP4
RP23-26L6.6	Per1
RP23-455G15.2	Per3
RP23-316M14.8	Cry2
RP11-81F11.1	STARD13
RP1-154G14.1	MAP3K7
RP11-399C16.1	DNAJC1
GIG24	SERPINA3
RP11-338C15.1	ATF3
RP11-8D7.1	ING1
